ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,2019,2020,2021,2022
10849,MT,BZN,"Bozeman, MT: Bozeman Yellowstone International",20422,Sun Country Airlines d/b/a MN Airlines,0,28,69,60
13230,PA,MDT,"Harrisburg, PA: Harrisburg International",19393,Southwest Airlines Co.,0,1,0,0
12217,AL,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",20445,CommuteAir LLC dba CommuteAir,0,470,1149,1199
10785,VT,BTV,"Burlington, VT: Burlington International",20398,Envoy Air,0,23,188,250
10868,SC,CAE,"Columbia, SC: Columbia Metropolitan",20401,Silver Airways,0,15,218,4
10868,SC,CAE,"Columbia, SC: Columbia Metropolitan",20409,JetBlue Airways,0,1,1,1
11481,FL,ECP,"Panama City, FL: Northwest Florida Beaches International",20401,Silver Airways,0,2,0,1
11481,FL,ECP,"Panama City, FL: Northwest Florida Beaches International",20363,Endeavor Air Inc.,0,39,381,1
11481,FL,ECP,"Panama City, FL: Northwest Florida Beaches International",20452,Republic Airline,0,15,88,145
11481,FL,ECP,"Panama City, FL: Northwest Florida Beaches International",20445,CommuteAir LLC dba CommuteAir,0,59,771,703
14783,MO,SGF,"Springfield, MO: Springfield-Branson National",20397,PSA Airlines Inc.,0,136,553,299
11775,SD,FSD,"Sioux Falls, SD: Joe Foss Field",20397,PSA Airlines Inc.,0,157,564,4
10980,TN,CHA,"Chattanooga, TN: Lovell Field",19393,Southwest Airlines Co.,0,1,0,1
12448,MS,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",20445,CommuteAir LLC dba CommuteAir,0,258,1119,1038
12896,TX,LBB,"Lubbock, TX: Lubbock Preston Smith International",20445,CommuteAir LLC dba CommuteAir,0,38,531,553
11624,FL,EYW,"Key West, FL: Key West International",20378,Mesa Airlines Inc.,0,14,463,101
14489,OR,RDM,"Bend/Redmond, OR: Roberts Field",21599,Boutique Air,0,117,303,0
13486,MT,MSO,"Missoula, MT: Missoula Montana",19805,American Airlines Inc.,0,9,189,348
15249,FL,TLH,"Tallahassee, FL: Tallahassee International",20422,Sun Country Airlines d/b/a MN Airlines,0,1,0,2
15249,FL,TLH,"Tallahassee, FL: Tallahassee International",20427,Piedmont Airlines,0,1,0,60
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20445,CommuteAir LLC dba CommuteAir,0,60,736,711
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20452,Republic Airline,0,30,0,0
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20046,Air Wisconsin Airlines Corp,0,69,102,59
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20427,Piedmont Airlines,0,1,0,0
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20445,CommuteAir LLC dba CommuteAir,0,115,1314,1410
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20409,JetBlue Airways,0,1,0,0
14004,WA,PAE,"Everett, WA: Snohomish County",20272,Kenmore Air Harbor,0,1,2,285
14004,WA,PAE,"Everett, WA: Snohomish County",19977,United Air Lines Inc.,0,1,0,2
10408,WI,ATW,"Appleton, WI: Appleton International",20452,Republic Airline,0,55,497,3
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20445,CommuteAir LLC dba CommuteAir,0,147,238,331
11648,MT,FCA,"Kalispell, MT: Glacier Park International",19805,American Airlines Inc.,0,219,341,279
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20452,Republic Airline,0,31,174,0
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20445,CommuteAir LLC dba CommuteAir,0,42,1054,847
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20445,CommuteAir LLC dba CommuteAir,0,26,897,1276
13422,AL,MOB,"Mobile, AL: Mobile Regional",20445,CommuteAir LLC dba CommuteAir,0,260,966,889
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",20445,CommuteAir LLC dba CommuteAir,0,293,1161,1538
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20397,PSA Airlines Inc.,0,1,0,0
10581,ME,BGR,"Bangor, ME: Bangor International",20046,Air Wisconsin Airlines Corp,0,158,619,30
11973,MS,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",20304,SkyWest Airlines Inc.,0,62,33,222
11973,MS,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",20445,CommuteAir LLC dba CommuteAir,0,112,768,716
12951,LA,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",20397,PSA Airlines Inc.,0,55,536,583
12951,LA,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",20445,CommuteAir LLC dba CommuteAir,0,304,1631,1622
11921,CO,GJT,"Grand Junction, CO: Grand Junction Regional",19930,Alaska Airlines Inc.,0,1,2,0
13360,FL,MLB,"Melbourne, FL: Melbourne Orlando International",19805,American Airlines Inc.,0,98,3,1
13360,FL,MLB,"Melbourne, FL: Melbourne Orlando International",20363,Endeavor Air Inc.,0,46,192,0
11413,CO,DRO,"Durango, CO: Durango La Plata County",20398,Envoy Air,0,32,0,17
14711,PA,SCE,"State College, PA: University Park",20500,GoJet Airlines LLC d/b/a United Express,0,1,0,536
14711,PA,SCE,"State College, PA: University Park",20363,Endeavor Air Inc.,0,56,470,6
14711,PA,SCE,"State College, PA: University Park",20237,Trans States Airlines,0,73,0,0
12884,MI,LAN,"Lansing, MI: Capital Region International",20445,CommuteAir LLC dba CommuteAir,0,1,0,0
13795,NC,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",20398,Envoy Air,0,25,0,0
13502,CO,MTJ,"Montrose/Delta, CO: Montrose Regional",19393,Southwest Airlines Co.,0,40,630,580
13502,CO,MTJ,"Montrose/Delta, CO: Montrose Regional",20452,Republic Airline,0,15,132,0
13502,CO,MTJ,"Montrose/Delta, CO: Montrose Regional",20409,JetBlue Airways,0,5,16,0
11337,MN,DLH,"Duluth, MN: Duluth International",20046,Air Wisconsin Airlines Corp,0,321,431,667
11982,TX,GRK,"Killeen, TX: Robert Gray AAF",20445,CommuteAir LLC dba CommuteAir,0,107,171,0
13184,MI,MBS,"Saginaw/Bay City/Midland, MI: MBS International",20046,Air Wisconsin Airlines Corp,0,52,61,537
10561,CA,BFL,"Bakersfield, CA: Meadows Field",20398,Envoy Air,0,108,204,119
10747,TX,BRO,"Brownsville, TX: Brownsville South Padre Island International",20445,CommuteAir LLC dba CommuteAir,0,40,926,1041
10185,LA,AEX,"Alexandria, LA: Alexandria International",20397,PSA Airlines Inc.,0,31,270,89
10185,LA,AEX,"Alexandria, LA: Alexandria International",20445,CommuteAir LLC dba CommuteAir,0,1,583,246
12124,SC,HHH,"Hilton Head, SC: Hilton Head Airport",20398,Envoy Air,0,31,141,188
12397,NY,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",20363,Endeavor Air Inc.,0,56,361,305
11577,PA,ERI,"Erie, PA: Erie International/Tom Ridge Field",20363,Endeavor Air Inc.,0,36,0,0
11577,PA,ERI,"Erie, PA: Erie International/Tom Ridge Field",20397,PSA Airlines Inc.,0,283,548,147
12094,CO,HDN,"Hayden, CO: Yampa Valley",19393,Southwest Airlines Co.,0,43,651,591
12094,CO,HDN,"Hayden, CO: Yampa Valley",20452,Republic Airline,0,13,45,0
11067,IL,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",20427,Piedmont Airlines,0,92,324,0
11122,WY,CPR,"Casper, WY: Casper/Natrona County International",20452,Republic Airline,0,34,0,0
13933,MA,ORH,"Worcester, MA: Worcester Regional",20363,Endeavor Air Inc.,0,113,51,285
13139,VA,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",20366,ExpressJet Airlines LLC d/b/a aha!,0,1,0,0
13139,VA,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",20398,Envoy Air,0,86,0,1
13061,TX,LRD,"Laredo, TX: Laredo International",20422,Sun Country Airlines d/b/a MN Airlines,0,2,0,0
13061,TX,LRD,"Laredo, TX: Laredo International",20445,CommuteAir LLC dba CommuteAir,0,23,763,710
10136,TX,ABI,"Abilene, TX: Abilene Regional",20304,SkyWest Airlines Inc.,0,137,431,0
11049,TX,CLL,"College Station/Bryan, TX: Easterwood Field",20445,CommuteAir LLC dba CommuteAir,0,29,659,3
14952,IL,SPI,"Springfield, IL: Abraham Lincoln Capital",20046,Air Wisconsin Airlines Corp,0,148,587,303
14952,IL,SPI,"Springfield, IL: Abraham Lincoln Capital",20366,ExpressJet Airlines LLC d/b/a aha!,0,1,0,0
14303,WA,PUW,"Pullman, WA: Pullman Moscow Regional",20304,SkyWest Airlines Inc.,0,4,0,0
16101,WA,YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",19393,Southwest Airlines Co.,0,1,0,0
16101,WA,YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",20304,SkyWest Airlines Inc.,0,1,0,0
16101,WA,YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",19930,Alaska Airlines Inc.,0,4,5,2
14842,TX,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",20304,SkyWest Airlines Inc.,0,6,453,506
12915,LA,LCH,"Lake Charles, LA: Lake Charles Regional",20378,Mesa Airlines Inc.,0,27,19,1
12915,LA,LCH,"Lake Charles, LA: Lake Charles Regional",20445,CommuteAir LLC dba CommuteAir,0,146,659,650
15411,TX,TYR,"Tyler, TX: Tyler Pounds Regional",20304,SkyWest Airlines Inc.,0,41,0,218
15411,TX,TYR,"Tyler, TX: Tyler Pounds Regional",20378,Mesa Airlines Inc.,0,1,0,0
11150,GA,CSG,"Columbus, GA: Columbus Airport",20397,PSA Airlines Inc.,0,43,343,300
15048,IA,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",20304,SkyWest Airlines Inc.,0,75,796,684
14113,ID,PIH,"Pocatello, ID: Pocatello Regional",20237,Trans States Airlines,0,1,0,0
10577,NY,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",20363,Endeavor Air Inc.,0,53,360,362
12012,CO,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",20304,SkyWest Airlines Inc.,0,320,415,751
10728,TX,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",20366,ExpressJet Airlines LLC d/b/a aha!,0,1,0,0
12250,MA,HYA,"Hyannis, MA: Cape Cod Gateway",21618,"Southern Airways Express, dba Mokulele Airlines",0,130,0,186
11315,ND,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",20304,SkyWest Airlines Inc.,0,272,111,94
12365,PA,IPT,"Williamsport, PA: Williamsport Regional",20398,Envoy Air,0,71,0,0
14534,WY,RIW,"Riverton/Lander, WY: Central Wyoming Regional",20304,SkyWest Airlines Inc.,0,456,576,391
14288,CO,PUB,"Pueblo, CO: Pueblo Memorial",20237,Trans States Airlines,0,1,0,0
14812,WY,SHR,"Sheridan, WY: Sheridan County",20304,SkyWest Airlines Inc.,0,456,712,622
15454,IL,UIN,"Quincy, IL: Quincy Regional-Baldwin Field",20253,Cape Air,0,1898,1841,1076
11288,IL,DEC,"Decatur, IL: Decatur Airport",20304,SkyWest Airlines Inc.,0,466,599,1005
11197,NM,CVN,"Clovis, NM: Clovis Regional",21879,Key Lime Air Corporation,0,420,618,624
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",19687,Horizon Air,0,0,179,297
13930,IL,ORD,"Chicago, IL: Chicago O'Hare International",21879,Key Lime Air Corporation,0,0,229,611
11292,CO,DEN,"Denver, CO: Denver International",21618,"Southern Airways Express, dba Mokulele Airlines",0,0,325,630
11292,CO,DEN,"Denver, CO: Denver International",20445,CommuteAir LLC dba CommuteAir,0,0,6730,7277
11298,TX,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,0,0,86,413
11298,TX,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",21879,Key Lime Air Corporation,0,0,52,311
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",21894,"ADVANCED AIR, LLC",0,0,10,566
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",21599,Boutique Air,0,0,49,0
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20207,TEM Enterprises dba  Avelo Airlines,0,0,78,358
14107,AZ,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",21879,Key Lime Air Corporation,0,0,16,425
14107,AZ,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",20445,CommuteAir LLC dba CommuteAir,0,0,1,0
14107,AZ,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",20368,Allegiant Air,0,0,40,305
13204,FL,MCO,"Orlando, FL: Orlando International",20207,TEM Enterprises dba  Avelo Airlines,0,0,49,773
13204,FL,MCO,"Orlando, FL: Orlando International",20397,PSA Airlines Inc.,0,0,1,1
13204,FL,MCO,"Orlando, FL: Orlando International",19690,Hawaiian Airlines Inc.,0,0,100,110
13487,MN,MSP,"Minneapolis, MN: Minneapolis-St Paul International",20368,Allegiant Air,0,0,108,469
10721,MA,BOS,"Boston, MA: Logan International",22081,"Tailwind Air, LLC",0,0,7,15
12266,TX,IAH,"Houston, TX: George Bush Intercontinental/Houston",19393,Southwest Airlines Co.,0,0,4668,6234
12266,TX,IAH,"Houston, TX: George Bush Intercontinental/Houston",20422,Sun Country Airlines d/b/a MN Airlines,0,0,58,58
12953,NY,LGA,"New York, NY: LaGuardia",20500,GoJet Airlines LLC d/b/a United Express,0,0,131,1630
12478,NY,JFK,"New York, NY: John F. Kennedy International",19977,United Air Lines Inc.,0,0,927,1175
11697,FL,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20207,TEM Enterprises dba  Avelo Airlines,0,0,48,352
14869,UT,SLC,"Salt Lake City, UT: Salt Lake City International",20363,Endeavor Air Inc.,0,0,1,0
13303,FL,MIA,"Miami, FL: Miami International",20304,SkyWest Airlines Inc.,0,0,1,0
15304,FL,TPA,"Tampa, FL: Tampa International",20207,TEM Enterprises dba  Avelo Airlines,0,0,31,273
15304,FL,TPA,"Tampa, FL: Tampa International",22080,Breeze Aviation Group DBA  Breeze,0,0,747,1306
14057,OR,PDX,"Portland, OR: Portland International",20368,Allegiant Air,0,0,249,228
10423,TX,AUS,"Austin, TX: Austin - Bergstrom International",21894,"ADVANCED AIR, LLC",0,0,34,52
10423,TX,AUS,"Austin, TX: Austin - Bergstrom International",19690,Hawaiian Airlines Inc.,0,0,89,157
11259,TX,DAL,"Dallas, TX: Dallas Love Field",21894,"ADVANCED AIR, LLC",0,0,33,72
15016,MO,STL,"St. Louis, MO: St Louis Lambert International",21599,Boutique Air,0,0,135,87
15016,MO,STL,"St. Louis, MO: St Louis Lambert International",20427,Piedmont Airlines,0,0,1,0
15016,MO,STL,"St. Louis, MO: St Louis Lambert International",20416,Spirit Air Lines,0,0,1005,1076
12264,VA,IAD,"Washington, DC: Washington Dulles International",21618,"Southern Airways Express, dba Mokulele Airlines",0,0,1830,3408
12264,VA,IAD,"Washington, DC: Washington Dulles International",20398,Envoy Air,0,0,152,63
12264,VA,IAD,"Washington, DC: Washington Dulles International",20368,Allegiant Air,0,0,16,328
13495,LA,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",20401,Silver Airways,0,0,55,185
13495,LA,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",21599,Boutique Air,0,0,19,0
13495,LA,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",20445,CommuteAir LLC dba CommuteAir,0,0,1,10
13495,LA,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",22080,Breeze Aviation Group DBA  Breeze,0,0,578,735
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,49,67
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19977,United Air Lines Inc.,0,0,3,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20207,TEM Enterprises dba  Avelo Airlines,0,0,1,5
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20436,Frontier Airlines Inc.,0,0,649,671
13198,MO,MCI,"Kansas City, MO: Kansas City International",20409,JetBlue Airways,0,0,2,561
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",20422,Sun Country Airlines d/b/a MN Airlines,0,0,131,5
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",20368,Allegiant Air,0,0,777,1022
14683,TX,SAT,"San Antonio, TX: San Antonio International",19687,Horizon Air,0,0,2,0
14683,TX,SAT,"San Antonio, TX: San Antonio International",20445,CommuteAir LLC dba CommuteAir,0,0,3,9
14683,TX,SAT,"San Antonio, TX: San Antonio International",22080,Breeze Aviation Group DBA  Breeze,0,0,129,40
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20207,TEM Enterprises dba  Avelo Airlines,0,0,28,282
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,55,30
12339,IN,IND,"Indianapolis, IN: Indianapolis International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,0,0,222,181
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,0,0,138,5
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",22080,Breeze Aviation Group DBA  Breeze,0,0,279,404
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",19930,Alaska Airlines Inc.,0,0,215,326
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,60,74
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20409,JetBlue Airways,0,0,2,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",22080,Breeze Aviation Group DBA  Breeze,0,0,265,407
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20207,TEM Enterprises dba  Avelo Airlines,0,0,16,299
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20445,CommuteAir LLC dba CommuteAir,0,0,0,0
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,38,68
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,0,0,140,5
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",20416,Spirit Air Lines,0,0,701,1137
10529,CT,BDL,"Hartford, CT: Bradley International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,56,20
10529,CT,BDL,"Hartford, CT: Bradley International",20046,Air Wisconsin Airlines Corp,0,0,2,0
10529,CT,BDL,"Hartford, CT: Bradley International",22080,Breeze Aviation Group DBA  Breeze,0,0,376,882
10800,CA,BUR,"Burbank, CA: Bob Hope",20207,TEM Enterprises dba  Avelo Airlines,0,0,1243,1418
10800,CA,BUR,"Burbank, CA: Bob Hope",20436,Frontier Airlines Inc.,0,0,331,318
13891,CA,ONT,"Ontario, CA: Ontario International",20207,TEM Enterprises dba  Avelo Airlines,0,0,1,0
13891,CA,ONT,"Ontario, CA: Ontario International",20366,ExpressJet Airlines LLC d/b/a aha!,0,0,21,87
13891,CA,ONT,"Ontario, CA: Ontario International",19690,Hawaiian Airlines Inc.,0,0,270,364
13891,CA,ONT,"Ontario, CA: Ontario International",20416,Spirit Air Lines,0,0,1,1
13871,NE,OMA,"Omaha, NE: Eppley Airfield",19687,Horizon Air,0,0,1,0
10994,SC,CHS,"Charleston, SC: Charleston AFB/International",22080,Breeze Aviation Group DBA  Breeze,0,0,837,2308
13244,TN,MEM,"Memphis, TN: Memphis International",20427,Piedmont Airlines,0,0,50,0
14524,VA,RIC,"Richmond, VA: Richmond International",22080,Breeze Aviation Group DBA  Breeze,0,0,240,773
13851,OK,OKC,"Oklahoma City, OK: Will Rogers World",20409,JetBlue Airways,0,0,4,1
13851,OK,OKC,"Oklahoma City, OK: Will Rogers World",22080,Breeze Aviation Group DBA  Breeze,0,0,160,65
14570,NV,RNO,"Reno, NV: Reno/Tahoe International",20398,Envoy Air,0,0,123,374
14570,NV,RNO,"Reno, NV: Reno/Tahoe International",20366,ExpressJet Airlines LLC d/b/a aha!,0,0,197,724
10713,ID,BOI,"Boise, ID: Boise Air Terminal",20409,JetBlue Airways,0,0,38,0
14730,KY,SDF,"Louisville, KY: Louisville Muhammad Ali International",20409,JetBlue Airways,0,0,1,0
14730,KY,SDF,"Louisville, KY: Louisville Muhammad Ali International",22080,Breeze Aviation Group DBA  Breeze,0,0,217,317
14730,KY,SDF,"Louisville, KY: Louisville Muhammad Ali International",20416,Spirit Air Lines,0,0,882,1061
13931,VA,ORF,"Norfolk, VA: Norfolk International",22080,Breeze Aviation Group DBA  Breeze,0,0,488,996
11884,WA,GEG,"Spokane, WA: Spokane International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,1,40
11884,WA,GEG,"Spokane, WA: Spokane International",20366,ExpressJet Airlines LLC d/b/a aha!,0,0,7,91
11884,WA,GEG,"Spokane, WA: Spokane International",20368,Allegiant Air,0,0,188,272
11884,WA,GEG,"Spokane, WA: Spokane International",19690,Hawaiian Airlines Inc.,0,0,1,0
14307,RI,PVD,"Providence, RI: Rhode Island Tf Green International",22080,Breeze Aviation Group DBA  Breeze,0,0,267,613
15376,AZ,TUS,"Tucson, AZ: Tucson International",20207,TEM Enterprises dba  Avelo Airlines,0,0,9,5
11540,TX,ELP,"El Paso, TX: El Paso International",20416,Spirit Air Lines,0,0,2,0
12954,CA,LGB,"Long Beach, CA: Long Beach Airport",20398,Envoy Air,0,0,399,0
10599,AL,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",20445,CommuteAir LLC dba CommuteAir,0,0,478,895
15370,OK,TUL,"Tulsa, OK: Tulsa International",22080,Breeze Aviation Group DBA  Breeze,0,0,158,118
10257,NY,ALB,"Albany, NY: Albany International",22081,"Tailwind Air, LLC",0,0,1,0
10257,NY,ALB,"Albany, NY: Albany International",20207,TEM Enterprises dba  Avelo Airlines,0,0,1,0
14761,FL,SFB,"Sanford, FL: Orlando Sanford International",20416,Spirit Air Lines,0,0,1,0
14685,GA,SAV,"Savannah, GA: Savannah/Hilton Head International",20401,Silver Airways,0,0,163,160
14685,GA,SAV,"Savannah, GA: Savannah/Hilton Head International",20427,Piedmont Airlines,0,0,169,207
11423,IA,DSM,"Des Moines, IA: Des Moines International",20401,Silver Airways,0,0,1,0
11423,IA,DSM,"Des Moines, IA: Des Moines International",20445,CommuteAir LLC dba CommuteAir,0,0,5,0
13577,SC,MYR,"Myrtle Beach, SC: Myrtle Beach International",19393,Southwest Airlines Co.,0,0,2022,2540
13577,SC,MYR,"Myrtle Beach, SC: Myrtle Beach International",20046,Air Wisconsin Airlines Corp,0,0,243,129
13577,SC,MYR,"Myrtle Beach, SC: Myrtle Beach International",20445,CommuteAir LLC dba CommuteAir,0,0,208,25
14576,NY,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",20436,Frontier Airlines Inc.,0,0,145,337
11996,SC,GSP,"Greer, SC: Greenville-Spartanburg International",20401,Silver Airways,0,0,233,174
15096,NY,SYR,"Syracuse, NY: Syracuse Hancock International",19393,Southwest Airlines Co.,0,0,144,1086
13485,WI,MSN,"Madison, WI: Dane County Regional-Truax Field",20409,JetBlue Airways,0,0,2,0
14112,FL,PIE,"St. Petersburg, FL: St Pete Clearwater International",20422,Sun Country Airlines d/b/a MN Airlines,0,0,15,89
14193,FL,PNS,"Pensacola, FL: Pensacola International",20500,GoJet Airlines LLC d/b/a United Express,0,0,126,0
14193,FL,PNS,"Pensacola, FL: Pensacola International",20416,Spirit Air Lines,0,0,434,242
12992,AR,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",19977,United Air Lines Inc.,0,0,1,0
12992,AR,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",19930,Alaska Airlines Inc.,0,0,1,0
14986,FL,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",19393,Southwest Airlines Co.,0,0,4101,4212
15919,AR,XNA,"Fayetteville, AR: Northwest Arkansas National",19977,United Air Lines Inc.,0,0,4,7
15919,AR,XNA,"Fayetteville, AR: Northwest Arkansas National",22080,Breeze Aviation Group DBA  Breeze,0,0,215,255
12278,KS,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",20409,JetBlue Airways,0,0,1,2
10466,AZ,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",20207,TEM Enterprises dba  Avelo Airlines,0,0,89,0
10466,AZ,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",20422,Sun Country Airlines d/b/a MN Airlines,0,0,21,99
12197,NY,HPN,"White Plains, NY: Westchester County",22081,"Tailwind Air, LLC",0,0,3,8
12197,NY,HPN,"White Plains, NY: Westchester County",21712,Elite Airways LLC,0,0,365,16
12197,NY,HPN,"White Plains, NY: Westchester County",20452,Republic Airline,0,0,113,153
11109,CO,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",20445,CommuteAir LLC dba CommuteAir,0,0,287,187
11109,CO,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",20409,JetBlue Airways,0,0,1,3
13296,NH,MHT,"Manchester, NH: Manchester Boston Regional",20398,Envoy Air,0,0,61,208
13296,NH,MHT,"Manchester, NH: Manchester Boston Regional",20416,Spirit Air Lines,0,0,209,994
11638,CA,FAT,"Fresno, CA: Fresno Yosemite International",19393,Southwest Airlines Co.,0,0,936,1416
11638,CA,FAT,"Fresno, CA: Fresno Yosemite International",19930,Alaska Airlines Inc.,0,0,54,364
11638,CA,FAT,"Fresno, CA: Fresno Yosemite International",20398,Envoy Air,0,0,1,0
11638,CA,FAT,"Fresno, CA: Fresno Yosemite International",20366,ExpressJet Airlines LLC d/b/a aha!,0,0,22,71
11638,CA,FAT,"Fresno, CA: Fresno Yosemite International",19790,Delta Air Lines Inc.,0,0,1,0
14082,FL,PGD,"Punta Gorda, FL: Punta Gorda Airport",20422,Sun Country Airlines d/b/a MN Airlines,0,0,24,63
15624,FL,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",19393,Southwest Airlines Co.,0,0,1415,1437
10431,NC,AVL,"Asheville, NC: Asheville Regional",20422,Sun Country Airlines d/b/a MN Airlines,0,0,25,101
10849,MT,BZN,"Bozeman, MT: Bozeman Yellowstone International",19393,Southwest Airlines Co.,0,0,1292,1989
10849,MT,BZN,"Bozeman, MT: Bozeman Yellowstone International",20207,TEM Enterprises dba  Avelo Airlines,0,0,80,0
10849,MT,BZN,"Bozeman, MT: Bozeman Yellowstone International",19930,Alaska Airlines Inc.,0,0,359,677
10849,MT,BZN,"Bozeman, MT: Bozeman Yellowstone International",20445,CommuteAir LLC dba CommuteAir,0,0,3,2
12391,NY,ISP,"Islip, NY: Long Island MacArthur",20452,Republic Airline,0,0,1,0
12217,AL,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",20427,Piedmont Airlines,0,0,57,128
12217,AL,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",22080,Breeze Aviation Group DBA  Breeze,0,0,110,166
12945,KY,LEX,"Lexington, KY: Blue Grass",19977,United Air Lines Inc.,0,0,1,0
13158,TX,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",20445,CommuteAir LLC dba CommuteAir,0,0,74,222
13158,TX,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",19790,Delta Air Lines Inc.,0,0,1,0
